"";"x"
"28952";"ENSMUSG00000087035"
"28953";"ENSMUSG00000087036"
"28954";"ENSMUSG00000087037"
"28955";"ENSMUSG00000087038"
"28956";"ENSMUSG00000087039"
"28957";"ENSMUSG00000087040"
"28958";"ENSMUSG00000087041"
"28959";"ENSMUSG00000087042"
"28960";"ENSMUSG00000087043"
"28961";"ENSMUSG00000087044"
"28962";"ENSMUSG00000087045"
"28963";"ENSMUSG00000087047"
"28964";"ENSMUSG00000087049"
"28965";"ENSMUSG00000087050"
"28966";"ENSMUSG00000087051"
"28967";"ENSMUSG00000087052"
"28968";"ENSMUSG00000087053"
"28969";"ENSMUSG00000087054"
"28970";"ENSMUSG00000087055"
"28971";"ENSMUSG00000087056"
"28972";"ENSMUSG00000087057"
"28973";"ENSMUSG00000087058"
"28974";"ENSMUSG00000087059"
"28975";"ENSMUSG00000087060"
"28976";"ENSMUSG00000087061"
"28977";"ENSMUSG00000087062"
"28978";"ENSMUSG00000087063"
"28979";"ENSMUSG00000087064"
"28980";"ENSMUSG00000087066"
"28981";"ENSMUSG00000087067"
"28982";"ENSMUSG00000087069"
"28983";"ENSMUSG00000087070"
"28984";"ENSMUSG00000087071"
"28985";"ENSMUSG00000087072"
"28986";"ENSMUSG00000087074"
"28987";"ENSMUSG00000087075"
"28988";"ENSMUSG00000087076"
"28989";"ENSMUSG00000087077"
"28990";"ENSMUSG00000087079"
"28991";"ENSMUSG00000087080"
"28992";"ENSMUSG00000087082"
"28993";"ENSMUSG00000087083"
"28994";"ENSMUSG00000087084"
"28995";"ENSMUSG00000087085"
"28996";"ENSMUSG00000087086"
"28997";"ENSMUSG00000087088"
"28998";"ENSMUSG00000087089"
"28999";"ENSMUSG00000087090"
"29000";"ENSMUSG00000087093"
"29001";"ENSMUSG00000087094"
"29002";"ENSMUSG00000087095"
"29003";"ENSMUSG00000087097"
"29004";"ENSMUSG00000087098"
"29005";"ENSMUSG00000087099"
"29006";"ENSMUSG00000087100"
"29007";"ENSMUSG00000087102"
"29008";"ENSMUSG00000087103"
"29009";"ENSMUSG00000087104"
"29010";"ENSMUSG00000087106"
"29011";"ENSMUSG00000087107"
"29012";"ENSMUSG00000087108"
"29013";"ENSMUSG00000087109"
"29014";"ENSMUSG00000087110"
"29015";"ENSMUSG00000087111"
"29016";"ENSMUSG00000087112"
"29017";"ENSMUSG00000087113"
"29018";"ENSMUSG00000087114"
"29019";"ENSMUSG00000087115"
"29020";"ENSMUSG00000087116"
"29021";"ENSMUSG00000087117"
"29022";"ENSMUSG00000087119"
"29023";"ENSMUSG00000087120"
"29024";"ENSMUSG00000087121"
"29025";"ENSMUSG00000087122"
"29026";"ENSMUSG00000087123"
"29027";"ENSMUSG00000087124"
"29028";"ENSMUSG00000087125"
"29029";"ENSMUSG00000087127"
"29030";"ENSMUSG00000087128"
"29031";"ENSMUSG00000087129"
"29032";"ENSMUSG00000087131"
"29033";"ENSMUSG00000087132"
"29034";"ENSMUSG00000087133"
"29035";"ENSMUSG00000087135"
"29036";"ENSMUSG00000087136"
"29037";"ENSMUSG00000087137"
"29038";"ENSMUSG00000087138"
"29039";"ENSMUSG00000087139"
"29040";"ENSMUSG00000087140"
"29041";"ENSMUSG00000087141"
"29042";"ENSMUSG00000087142"
"29043";"ENSMUSG00000087143"
"29044";"ENSMUSG00000087144"
"29045";"ENSMUSG00000087145"
"29046";"ENSMUSG00000087146"
"29047";"ENSMUSG00000087147"
"29048";"ENSMUSG00000087148"
"29049";"ENSMUSG00000087149"
"29050";"ENSMUSG00000087150"
"29051";"ENSMUSG00000087151"
"29052";"ENSMUSG00000087152"
"29053";"ENSMUSG00000087153"
"29054";"ENSMUSG00000087155"
"29055";"ENSMUSG00000087157"
"29056";"ENSMUSG00000087158"
"29057";"ENSMUSG00000087159"
"29058";"ENSMUSG00000087160"
"29059";"ENSMUSG00000087162"
"29060";"ENSMUSG00000087163"
"29061";"ENSMUSG00000087164"
"29062";"ENSMUSG00000087165"
"29063";"ENSMUSG00000087166"
"29064";"ENSMUSG00000087167"
"29065";"ENSMUSG00000087168"
"29066";"ENSMUSG00000087170"
"29067";"ENSMUSG00000087171"
"29068";"ENSMUSG00000087172"
"29069";"ENSMUSG00000087173"
"29070";"ENSMUSG00000087174"
"29071";"ENSMUSG00000087175"
"29072";"ENSMUSG00000087176"
"29073";"ENSMUSG00000087177"
"29074";"ENSMUSG00000087178"
"29075";"ENSMUSG00000087179"
"29076";"ENSMUSG00000087180"
"29077";"ENSMUSG00000087181"
"29078";"ENSMUSG00000087182"
"29079";"ENSMUSG00000087184"
"29080";"ENSMUSG00000087185"
"29081";"ENSMUSG00000087187"
"29082";"ENSMUSG00000087190"
"29083";"ENSMUSG00000087192"
"29084";"ENSMUSG00000087193"
"29085";"ENSMUSG00000087194"
"29086";"ENSMUSG00000087195"
"29087";"ENSMUSG00000087196"
"29088";"ENSMUSG00000087197"
"29089";"ENSMUSG00000087198"
"29090";"ENSMUSG00000087199"
"29091";"ENSMUSG00000087200"
"29092";"ENSMUSG00000087201"
"29093";"ENSMUSG00000087202"
"29094";"ENSMUSG00000087203"
"29095";"ENSMUSG00000087204"
"29096";"ENSMUSG00000087205"
"29097";"ENSMUSG00000087206"
"29098";"ENSMUSG00000087207"
"29099";"ENSMUSG00000087208"
"29100";"ENSMUSG00000087210"
"29101";"ENSMUSG00000087211"
"29102";"ENSMUSG00000087213"
"29103";"ENSMUSG00000087214"
"29104";"ENSMUSG00000087215"
"29105";"ENSMUSG00000087216"
"29106";"ENSMUSG00000087217"
"29107";"ENSMUSG00000087219"
"29108";"ENSMUSG00000087220"
"29109";"ENSMUSG00000087221"
"29110";"ENSMUSG00000087222"
"29111";"ENSMUSG00000087223"
"29112";"ENSMUSG00000087224"
"29113";"ENSMUSG00000087225"
"29114";"ENSMUSG00000087226"
"29115";"ENSMUSG00000087228"
"29116";"ENSMUSG00000087230"
"29117";"ENSMUSG00000087231"
"29118";"ENSMUSG00000087232"
"29119";"ENSMUSG00000087233"
"29120";"ENSMUSG00000087234"
"29121";"ENSMUSG00000087235"
"29122";"ENSMUSG00000087236"
"29123";"ENSMUSG00000087238"
"29124";"ENSMUSG00000087239"
"29125";"ENSMUSG00000087240"
"29126";"ENSMUSG00000087241"
"29127";"ENSMUSG00000087242"
"29128";"ENSMUSG00000087244"
"29129";"ENSMUSG00000087245"
"29130";"ENSMUSG00000087246"
"29131";"ENSMUSG00000087247"
"29132";"ENSMUSG00000087248"
"29133";"ENSMUSG00000087249"
"29134";"ENSMUSG00000087250"
"29135";"ENSMUSG00000087252"
"29136";"ENSMUSG00000087253"
"29137";"ENSMUSG00000087254"
"29138";"ENSMUSG00000087255"
"29139";"ENSMUSG00000087256"
"29140";"ENSMUSG00000087258"
"29141";"ENSMUSG00000087259"
"29142";"ENSMUSG00000087260"
"29143";"ENSMUSG00000087261"
"29144";"ENSMUSG00000087262"
"29145";"ENSMUSG00000087263"
"29146";"ENSMUSG00000087264"
"29147";"ENSMUSG00000087265"
"29148";"ENSMUSG00000087266"
"29149";"ENSMUSG00000087267"
"29150";"ENSMUSG00000087268"
"29151";"ENSMUSG00000087269"
"29152";"ENSMUSG00000087270"
"29153";"ENSMUSG00000087272"
"29154";"ENSMUSG00000087273"
"29155";"ENSMUSG00000087276"
"29156";"ENSMUSG00000087277"
"29157";"ENSMUSG00000087278"
"29158";"ENSMUSG00000087279"
"29159";"ENSMUSG00000087281"
"29160";"ENSMUSG00000087282"
"29161";"ENSMUSG00000087283"
"29162";"ENSMUSG00000087286"
"29163";"ENSMUSG00000087288"
"29164";"ENSMUSG00000087289"
"29165";"ENSMUSG00000087290"
"29166";"ENSMUSG00000087291"
"29167";"ENSMUSG00000087292"
"29168";"ENSMUSG00000087293"
"29169";"ENSMUSG00000087294"
"29170";"ENSMUSG00000087295"
"29171";"ENSMUSG00000087296"
"29172";"ENSMUSG00000087297"
"29173";"ENSMUSG00000087298"
"29174";"ENSMUSG00000087299"
"29175";"ENSMUSG00000087300"
"29176";"ENSMUSG00000087301"
"29177";"ENSMUSG00000087302"
"29178";"ENSMUSG00000087303"
"29179";"ENSMUSG00000087304"
"29180";"ENSMUSG00000087305"
"29181";"ENSMUSG00000087306"
"29182";"ENSMUSG00000087307"
"29183";"ENSMUSG00000087308"
"29184";"ENSMUSG00000087309"
"29185";"ENSMUSG00000087312"
"29186";"ENSMUSG00000087314"
"29187";"ENSMUSG00000087316"
"29188";"ENSMUSG00000087317"
"29189";"ENSMUSG00000087318"
"29190";"ENSMUSG00000087319"
"29191";"ENSMUSG00000087321"
"29192";"ENSMUSG00000087322"
"29193";"ENSMUSG00000087323"
"29194";"ENSMUSG00000087324"
"29195";"ENSMUSG00000087325"
"29196";"ENSMUSG00000087326"
"29197";"ENSMUSG00000087327"
"29198";"ENSMUSG00000087328"
"29199";"ENSMUSG00000087329"
"29200";"ENSMUSG00000087330"
"29201";"ENSMUSG00000087331"
"29202";"ENSMUSG00000087332"
"29203";"ENSMUSG00000087333"
"29204";"ENSMUSG00000087334"
"29205";"ENSMUSG00000087335"
"29206";"ENSMUSG00000087336"
"29207";"ENSMUSG00000087337"
"29208";"ENSMUSG00000087338"
"29209";"ENSMUSG00000087339"
"29210";"ENSMUSG00000087340"
"29211";"ENSMUSG00000087341"
"29212";"ENSMUSG00000087342"
"29213";"ENSMUSG00000087343"
"29214";"ENSMUSG00000087344"
"29215";"ENSMUSG00000087345"
"29216";"ENSMUSG00000087346"
"29217";"ENSMUSG00000087347"
"29218";"ENSMUSG00000087348"
"29219";"ENSMUSG00000087349"
"29220";"ENSMUSG00000087350"
"29221";"ENSMUSG00000087351"
"29222";"ENSMUSG00000087352"
"29223";"ENSMUSG00000087353"
"29224";"ENSMUSG00000087354"
"29225";"ENSMUSG00000087355"
"29226";"ENSMUSG00000087356"
"29227";"ENSMUSG00000087357"
"29228";"ENSMUSG00000087358"
"29229";"ENSMUSG00000087360"
"29230";"ENSMUSG00000087361"
"29231";"ENSMUSG00000087362"
"29232";"ENSMUSG00000087363"
"29233";"ENSMUSG00000087364"
"29234";"ENSMUSG00000087365"
"29235";"ENSMUSG00000087366"
"29236";"ENSMUSG00000087367"
"29237";"ENSMUSG00000087368"
"29238";"ENSMUSG00000087369"
"29239";"ENSMUSG00000087370"
"29240";"ENSMUSG00000087371"
"29241";"ENSMUSG00000087373"
"29242";"ENSMUSG00000087374"
"29243";"ENSMUSG00000087376"
"29244";"ENSMUSG00000087377"
"29245";"ENSMUSG00000087378"
"29246";"ENSMUSG00000087379"
"29247";"ENSMUSG00000087380"
"29248";"ENSMUSG00000087381"
"29249";"ENSMUSG00000087382"
"29250";"ENSMUSG00000087383"
"29251";"ENSMUSG00000087384"
"29252";"ENSMUSG00000087385"
"29253";"ENSMUSG00000087386"
"29254";"ENSMUSG00000087387"
"29255";"ENSMUSG00000087388"
"29256";"ENSMUSG00000087389"
"29257";"ENSMUSG00000087390"
"29258";"ENSMUSG00000087393"
"29259";"ENSMUSG00000087394"
"29260";"ENSMUSG00000087395"
"29261";"ENSMUSG00000087396"
"29262";"ENSMUSG00000087397"
"29263";"ENSMUSG00000087398"
"29264";"ENSMUSG00000087399"
"29265";"ENSMUSG00000087400"
"29266";"ENSMUSG00000087401"
"29267";"ENSMUSG00000087402"
"29268";"ENSMUSG00000087403"
"29269";"ENSMUSG00000087404"
"29270";"ENSMUSG00000087405"
"29271";"ENSMUSG00000087406"
"29272";"ENSMUSG00000087407"
"29273";"ENSMUSG00000087408"
"29274";"ENSMUSG00000087409"
"29275";"ENSMUSG00000087410"
"29276";"ENSMUSG00000087411"
"29277";"ENSMUSG00000087412"
"29278";"ENSMUSG00000087413"
"29279";"ENSMUSG00000087415"
"29280";"ENSMUSG00000087416"
"29281";"ENSMUSG00000087417"
"29282";"ENSMUSG00000087422"
"29283";"ENSMUSG00000087424"
"29284";"ENSMUSG00000087425"
"29285";"ENSMUSG00000087428"
"29286";"ENSMUSG00000087429"
"29287";"ENSMUSG00000087430"
"29288";"ENSMUSG00000087431"
"29289";"ENSMUSG00000087432"
"29290";"ENSMUSG00000087433"
"29291";"ENSMUSG00000087434"
"29292";"ENSMUSG00000087435"
"29293";"ENSMUSG00000087436"
"29294";"ENSMUSG00000087437"
"29295";"ENSMUSG00000087439"
"29296";"ENSMUSG00000087440"
"29297";"ENSMUSG00000087441"
"29298";"ENSMUSG00000087442"
"29299";"ENSMUSG00000087443"
"29300";"ENSMUSG00000087444"
"29301";"ENSMUSG00000087445"
"29302";"ENSMUSG00000087449"
"29303";"ENSMUSG00000087450"
"29304";"ENSMUSG00000087451"
"29305";"ENSMUSG00000087452"
"29306";"ENSMUSG00000087454"
"29307";"ENSMUSG00000087455"
"29308";"ENSMUSG00000087456"
"29309";"ENSMUSG00000087457"
"29310";"ENSMUSG00000087458"
"29311";"ENSMUSG00000087459"
"29312";"ENSMUSG00000087460"
"29313";"ENSMUSG00000087461"
"29314";"ENSMUSG00000087462"
"29315";"ENSMUSG00000087464"
"29316";"ENSMUSG00000087465"
"29317";"ENSMUSG00000087466"
"29318";"ENSMUSG00000087467"
"29319";"ENSMUSG00000087468"
"29320";"ENSMUSG00000087469"
"29321";"ENSMUSG00000087470"
"29322";"ENSMUSG00000087473"
"29323";"ENSMUSG00000087474"
"29324";"ENSMUSG00000087475"
"29325";"ENSMUSG00000087476"
"29326";"ENSMUSG00000087477"
"29327";"ENSMUSG00000087478"
"29328";"ENSMUSG00000087479"
"29329";"ENSMUSG00000087480"
"29330";"ENSMUSG00000087481"
"29331";"ENSMUSG00000087482"
"29332";"ENSMUSG00000087484"
"29333";"ENSMUSG00000087485"
"29334";"ENSMUSG00000087486"
"29335";"ENSMUSG00000087487"
"29336";"ENSMUSG00000087489"
"29337";"ENSMUSG00000087491"
"29338";"ENSMUSG00000087492"
"29339";"ENSMUSG00000087495"
"29340";"ENSMUSG00000087496"
"29341";"ENSMUSG00000087497"
"29342";"ENSMUSG00000087500"
"29343";"ENSMUSG00000087501"
"29344";"ENSMUSG00000087502"
"29345";"ENSMUSG00000087503"
"29346";"ENSMUSG00000087504"
"29347";"ENSMUSG00000087505"
"29348";"ENSMUSG00000087507"
"29349";"ENSMUSG00000087508"
"29350";"ENSMUSG00000087510"
"29351";"ENSMUSG00000087512"
"29352";"ENSMUSG00000087513"
"29353";"ENSMUSG00000087514"
"29354";"ENSMUSG00000087515"
"29355";"ENSMUSG00000087516"
"29356";"ENSMUSG00000087517"
"29357";"ENSMUSG00000087518"
"29358";"ENSMUSG00000087519"
"29359";"ENSMUSG00000087520"
"29360";"ENSMUSG00000087521"
"29361";"ENSMUSG00000087522"
"29362";"ENSMUSG00000087523"
"29363";"ENSMUSG00000087524"
"29364";"ENSMUSG00000087525"
"29365";"ENSMUSG00000087526"
"29366";"ENSMUSG00000087527"
"29367";"ENSMUSG00000087528"
"29368";"ENSMUSG00000087530"
"29369";"ENSMUSG00000087531"
"29370";"ENSMUSG00000087532"
"29371";"ENSMUSG00000087534"
"29372";"ENSMUSG00000087535"
"29373";"ENSMUSG00000087536"
"29374";"ENSMUSG00000087537"
"29375";"ENSMUSG00000087538"
"29376";"ENSMUSG00000087539"
"29377";"ENSMUSG00000087540"
"29378";"ENSMUSG00000087541"
"29379";"ENSMUSG00000087542"
"29380";"ENSMUSG00000087543"
"29381";"ENSMUSG00000087544"
"29382";"ENSMUSG00000087545"
"29383";"ENSMUSG00000087547"
"29384";"ENSMUSG00000087549"
"29385";"ENSMUSG00000087550"
"29386";"ENSMUSG00000087552"
"29387";"ENSMUSG00000087553"
"29388";"ENSMUSG00000087554"
"29389";"ENSMUSG00000087555"
"29390";"ENSMUSG00000087556"
"29391";"ENSMUSG00000087557"
"29392";"ENSMUSG00000087559"
"29393";"ENSMUSG00000087560"
"29394";"ENSMUSG00000087561"
"29395";"ENSMUSG00000087563"
"29396";"ENSMUSG00000087564"
"29397";"ENSMUSG00000087565"
"29398";"ENSMUSG00000087568"
"29399";"ENSMUSG00000087569"
"29400";"ENSMUSG00000087570"
"29401";"ENSMUSG00000087571"
"29402";"ENSMUSG00000087574"
"29403";"ENSMUSG00000087575"
"29404";"ENSMUSG00000087577"
"29405";"ENSMUSG00000087578"
"29406";"ENSMUSG00000087579"
"29407";"ENSMUSG00000087581"
"29408";"ENSMUSG00000087582"
"29409";"ENSMUSG00000087584"
"29410";"ENSMUSG00000087585"
"29411";"ENSMUSG00000087586"
"29412";"ENSMUSG00000087587"
"29413";"ENSMUSG00000087588"
"29414";"ENSMUSG00000087589"
"29415";"ENSMUSG00000087590"
"29416";"ENSMUSG00000087591"
"29417";"ENSMUSG00000087592"
"29418";"ENSMUSG00000087593"
"29419";"ENSMUSG00000087594"
"29420";"ENSMUSG00000087595"
"29421";"ENSMUSG00000087596"
"29422";"ENSMUSG00000087597"
"29423";"ENSMUSG00000087598"
"29424";"ENSMUSG00000087600"
"29425";"ENSMUSG00000087601"
"29426";"ENSMUSG00000087602"
"29427";"ENSMUSG00000087603"
"29428";"ENSMUSG00000087604"
"29429";"ENSMUSG00000087605"
"29430";"ENSMUSG00000087606"
"29431";"ENSMUSG00000087607"
"29432";"ENSMUSG00000087608"
"29433";"ENSMUSG00000087609"
"29434";"ENSMUSG00000087610"
"29435";"ENSMUSG00000087611"
"29436";"ENSMUSG00000087612"
"29437";"ENSMUSG00000087613"
"29438";"ENSMUSG00000087614"
"29439";"ENSMUSG00000087615"
"29440";"ENSMUSG00000087616"
"29441";"ENSMUSG00000087617"
"29442";"ENSMUSG00000087618"
"29443";"ENSMUSG00000087620"
"29444";"ENSMUSG00000087621"
"29445";"ENSMUSG00000087622"
"29446";"ENSMUSG00000087623"
"29447";"ENSMUSG00000087624"
"29448";"ENSMUSG00000087625"
"29449";"ENSMUSG00000087626"
"29450";"ENSMUSG00000087627"
"29451";"ENSMUSG00000087628"
"29452";"ENSMUSG00000087629"
"29453";"ENSMUSG00000087630"
"29454";"ENSMUSG00000087632"
"29455";"ENSMUSG00000087633"
"29456";"ENSMUSG00000087635"
"29457";"ENSMUSG00000087636"
"29458";"ENSMUSG00000087637"
"29459";"ENSMUSG00000087638"
"29460";"ENSMUSG00000087639"
"29461";"ENSMUSG00000087640"
"29462";"ENSMUSG00000087641"
"29463";"ENSMUSG00000087642"
"29464";"ENSMUSG00000087643"
"29465";"ENSMUSG00000087644"
"29466";"ENSMUSG00000087646"
"29467";"ENSMUSG00000087647"
"29468";"ENSMUSG00000087648"
"29469";"ENSMUSG00000087649"
"29470";"ENSMUSG00000087651"
"29471";"ENSMUSG00000087652"
"29472";"ENSMUSG00000087653"
"29473";"ENSMUSG00000087654"
"29474";"ENSMUSG00000087657"
"29475";"ENSMUSG00000087658"
"29476";"ENSMUSG00000087659"
"29477";"ENSMUSG00000087660"
"29478";"ENSMUSG00000087662"
"29479";"ENSMUSG00000087663"
"29480";"ENSMUSG00000087666"
"29481";"ENSMUSG00000087667"
"29482";"ENSMUSG00000087668"
"29483";"ENSMUSG00000087669"
"29484";"ENSMUSG00000087670"
"29485";"ENSMUSG00000087672"
"29486";"ENSMUSG00000087674"
"29487";"ENSMUSG00000087675"
"29488";"ENSMUSG00000087677"
"29489";"ENSMUSG00000087678"
"29490";"ENSMUSG00000087679"
"29491";"ENSMUSG00000087681"
"29492";"ENSMUSG00000087682"
"29493";"ENSMUSG00000087683"
"29494";"ENSMUSG00000087684"
"29495";"ENSMUSG00000087685"
"29496";"ENSMUSG00000087687"
"29497";"ENSMUSG00000087688"
"29498";"ENSMUSG00000087689"
"29499";"ENSMUSG00000087690"
"29500";"ENSMUSG00000087691"
"29501";"ENSMUSG00000087692"
"29502";"ENSMUSG00000087693"
"29503";"ENSMUSG00000087694"
"29504";"ENSMUSG00000087695"
"29505";"ENSMUSG00000087698"
"29506";"ENSMUSG00000087700"
"29507";"ENSMUSG00000087701"
"29508";"ENSMUSG00000087702"
"29509";"ENSMUSG00000087703"
"29510";"ENSMUSG00000087704"
"29511";"ENSMUSG00000087707"
"29512";"ENSMUSG00000087708"
"29513";"ENSMUSG00000087710"
"29514";"ENSMUSG00000087712"
"29515";"ENSMUSG00000087714"
"29516";"ENSMUSG00000087715"
"29517";"ENSMUSG00000087716"
"29518";"ENSMUSG00000087717"
"29519";"ENSMUSG00000087718"
"29520";"ENSMUSG00000087719"
"29521";"ENSMUSG00000087720"
"29522";"ENSMUSG00000087721"
"29523";"ENSMUSG00000087722"
"29524";"ENSMUSG00000087723"
"29525";"ENSMUSG00000087724"
"29526";"ENSMUSG00000087726"
"29527";"ENSMUSG00000087728"
"29528";"ENSMUSG00000087730"
"29529";"ENSMUSG00000087731"
"29530";"ENSMUSG00000087732"
"29531";"ENSMUSG00000087734"
"29532";"ENSMUSG00000087736"
"29533";"ENSMUSG00000087737"
"29534";"ENSMUSG00000087739"
"29535";"ENSMUSG00000087741"
"29536";"ENSMUSG00000087742"
"29537";"ENSMUSG00000087743"
"29538";"ENSMUSG00000087744"
"29539";"ENSMUSG00000087746"
"29540";"ENSMUSG00000087747"
"29541";"ENSMUSG00000087748"
"29542";"ENSMUSG00000087750"
"29543";"ENSMUSG00000087752"
"29544";"ENSMUSG00000087754"
"29545";"ENSMUSG00000087756"
"29546";"ENSMUSG00000087758"
"29547";"ENSMUSG00000087759"
"29548";"ENSMUSG00000087760"
"29549";"ENSMUSG00000087761"
"29550";"ENSMUSG00000087764"
"29551";"ENSMUSG00000087765"
"29552";"ENSMUSG00000087766"
"29553";"ENSMUSG00000087767"
"29554";"ENSMUSG00000087768"
"29555";"ENSMUSG00000087769"
"29556";"ENSMUSG00000087772"
"29557";"ENSMUSG00000087774"
"29558";"ENSMUSG00000087775"
"29559";"ENSMUSG00000087776"
"29560";"ENSMUSG00000087777"
"29561";"ENSMUSG00000087779"
"29562";"ENSMUSG00000087780"
"29563";"ENSMUSG00000087781"
"29564";"ENSMUSG00000087782"
"29565";"ENSMUSG00000087783"
"29566";"ENSMUSG00000087784"
"29567";"ENSMUSG00000087785"
"29568";"ENSMUSG00000087786"
"29569";"ENSMUSG00000087789"
"29570";"ENSMUSG00000087790"
"29571";"ENSMUSG00000087791"
"29572";"ENSMUSG00000087792"
"29573";"ENSMUSG00000087793"
"29574";"ENSMUSG00000087794"
"29575";"ENSMUSG00000087795"
"29576";"ENSMUSG00000087796"
"29577";"ENSMUSG00000087798"
"29578";"ENSMUSG00000087799"
"29579";"ENSMUSG00000087800"
"29580";"ENSMUSG00000087801"
"29581";"ENSMUSG00000087802"
"29582";"ENSMUSG00000087804"
"29583";"ENSMUSG00000087805"
"29584";"ENSMUSG00000087806"
"29585";"ENSMUSG00000087807"
"29586";"ENSMUSG00000087808"
"29587";"ENSMUSG00000087810"
"29588";"ENSMUSG00000087812"
"29589";"ENSMUSG00000087813"
"29590";"ENSMUSG00000087815"
"29591";"ENSMUSG00000087816"
"29592";"ENSMUSG00000087817"
"29593";"ENSMUSG00000087819"
"29594";"ENSMUSG00000087820"
"29595";"ENSMUSG00000087823"
"29596";"ENSMUSG00000087825"
"29597";"ENSMUSG00000087829"
"29598";"ENSMUSG00000087830"
"29599";"ENSMUSG00000087831"
"29600";"ENSMUSG00000087832"
"29601";"ENSMUSG00000087833"
"29602";"ENSMUSG00000087834"
"29603";"ENSMUSG00000087835"
"29604";"ENSMUSG00000087836"
"29605";"ENSMUSG00000087838"
"29606";"ENSMUSG00000087839"
"29607";"ENSMUSG00000087841"
"29608";"ENSMUSG00000087842"
"29609";"ENSMUSG00000087843"
"29610";"ENSMUSG00000087844"
"29611";"ENSMUSG00000087845"
"29612";"ENSMUSG00000087846"
"29613";"ENSMUSG00000087847"
"29614";"ENSMUSG00000087848"
"29615";"ENSMUSG00000087850"
"29616";"ENSMUSG00000087852"
"29617";"ENSMUSG00000087853"
"29618";"ENSMUSG00000087854"
"29619";"ENSMUSG00000087855"
"29620";"ENSMUSG00000087857"
"29621";"ENSMUSG00000087858"
"29622";"ENSMUSG00000087859"
"29623";"ENSMUSG00000087860"
"29624";"ENSMUSG00000087861"
"29625";"ENSMUSG00000087862"
"29626";"ENSMUSG00000087863"
"29627";"ENSMUSG00000087867"
"29628";"ENSMUSG00000087869"
"29629";"ENSMUSG00000087870"
"29630";"ENSMUSG00000087871"
"29631";"ENSMUSG00000087872"
"29632";"ENSMUSG00000087873"
"29633";"ENSMUSG00000087875"
"29634";"ENSMUSG00000087876"
"29635";"ENSMUSG00000087877"
"29636";"ENSMUSG00000087878"
"29637";"ENSMUSG00000087879"
"29638";"ENSMUSG00000087880"
"29639";"ENSMUSG00000087881"
"29640";"ENSMUSG00000087883"
"29641";"ENSMUSG00000087884"
"29642";"ENSMUSG00000087885"
"29643";"ENSMUSG00000087886"
"29644";"ENSMUSG00000087887"
"29645";"ENSMUSG00000087890"
"29646";"ENSMUSG00000087891"
"29647";"ENSMUSG00000087892"
"29648";"ENSMUSG00000087893"
"29649";"ENSMUSG00000087894"
"29650";"ENSMUSG00000087895"
"29651";"ENSMUSG00000087896"
"29652";"ENSMUSG00000087897"
"29653";"ENSMUSG00000087898"
"29654";"ENSMUSG00000087899"
"29655";"ENSMUSG00000087902"
"29656";"ENSMUSG00000087903"
"29657";"ENSMUSG00000087904"
"29658";"ENSMUSG00000087905"
"29659";"ENSMUSG00000087908"
"29660";"ENSMUSG00000087909"
"29661";"ENSMUSG00000087910"
"29662";"ENSMUSG00000087911"
"29663";"ENSMUSG00000087912"
"29664";"ENSMUSG00000087913"
"29665";"ENSMUSG00000087914"
"29666";"ENSMUSG00000087915"
"29667";"ENSMUSG00000087916"
"29668";"ENSMUSG00000087917"
"29669";"ENSMUSG00000087919"
"29670";"ENSMUSG00000087921"
"29671";"ENSMUSG00000087922"
"29672";"ENSMUSG00000087923"
"29673";"ENSMUSG00000087924"
"29674";"ENSMUSG00000087925"
"29675";"ENSMUSG00000087926"
"29676";"ENSMUSG00000087929"
"29677";"ENSMUSG00000087930"
"29678";"ENSMUSG00000087932"
"29679";"ENSMUSG00000087933"
"29680";"ENSMUSG00000087935"
"29681";"ENSMUSG00000087936"
"29682";"ENSMUSG00000087937"
"29683";"ENSMUSG00000087938"
"29684";"ENSMUSG00000087939"
"29685";"ENSMUSG00000087940"
"29686";"ENSMUSG00000087941"
"29687";"ENSMUSG00000087942"
"29688";"ENSMUSG00000087943"
"29689";"ENSMUSG00000087945"
"29690";"ENSMUSG00000087946"
"29691";"ENSMUSG00000087947"
"29692";"ENSMUSG00000087949"
"29693";"ENSMUSG00000087950"
"29694";"ENSMUSG00000087951"
"29695";"ENSMUSG00000087954"
"29696";"ENSMUSG00000087956"
"29697";"ENSMUSG00000087957"
"29698";"ENSMUSG00000087958"
"29699";"ENSMUSG00000087959"
"29700";"ENSMUSG00000087960"
"29701";"ENSMUSG00000087961"
"29702";"ENSMUSG00000087963"
"29703";"ENSMUSG00000087964"
"29704";"ENSMUSG00000087965"
"29705";"ENSMUSG00000087966"
"29706";"ENSMUSG00000087967"
"29707";"ENSMUSG00000087968"
"29708";"ENSMUSG00000087973"
"29709";"ENSMUSG00000087975"
"29710";"ENSMUSG00000087979"
"29711";"ENSMUSG00000087980"
"29712";"ENSMUSG00000087981"
"29713";"ENSMUSG00000087982"
"29714";"ENSMUSG00000087983"
"29715";"ENSMUSG00000087985"
"29716";"ENSMUSG00000087987"
"29717";"ENSMUSG00000087989"
"29718";"ENSMUSG00000087990"
"29719";"ENSMUSG00000087991"
"29720";"ENSMUSG00000087992"
"29721";"ENSMUSG00000087993"
"29722";"ENSMUSG00000087994"
"29723";"ENSMUSG00000087995"
"29724";"ENSMUSG00000087997"
"29725";"ENSMUSG00000087999"
"29726";"ENSMUSG00000088000"
"29727";"ENSMUSG00000088001"
"29728";"ENSMUSG00000088002"
